location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
748,Peridiniaceae,Deflandreoideae,Abratopdinium,kerguelense,NA,25% in A.p. expansa,"Mohr and Mao, 1997",0.25 in nan_e_Broinsonia parca expansa,FO,NA,NA,87.689005,-57.21554975
Silesian Basin,Peridiniaceae,Palaeoperidinioideae,Palaeoperidinium,cretaceum,NA,0% vandenheckii,"Skupien and Vašíček, 2002",0 in amm_t_Toxancyloceras vandenheckii,FO,NA,NA,124.4,36.792
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,0% primitivus,"Bujak et al., 2022",0 in amm_b_Subcraspedites primitivus,LO,NA,NA,143.97,67.8262
Hold With Hope,Peridiniaceae,Deflandreoideae,Chatangiella,spinosa,NA,35% in Coniacian,"Nøhr-Hansen et al., 2020",0.33 in stage_Coniacian,FO,NA,NA,88.1723,57.235507
Viborg-1,Peridiniaceae,Wetzelielloideae,Apectodinium,hyperacanthum,NA,70% NP9,"Heilmann-Clausen, 1985",0.7 in nan_n_NP9,LO,NA,NA,56.36763,45.963237
555,Peridiniaceae,Wetzelielloideae,Apectodinium,augustum,NA,60% NP9,"Brown and Downie, 1984",0.6 in nan_n_NP9,LO,NA,NA,56.48984,45.175508
Central Danish Trough,Areoligeraceae,all,Canningia,reticulata,NA,0% inversus,"Heilmann-Clausen, 1987",0 in amm_b_Speetoniceras inversum,FO,NA,NA,130.91,40.9543
611,Protoperidiniaceae,all,Selenopemphix,minusa,NA,0% in NN20,"Mudie, 1987",0 in nan_n_NN20,FO,NA,NA,0.43,50.71025
765,Areoligeraceae,all,Canningia,reticulata,NA,10% CC4,"Helby and McMinn, 1992",0.1 in nan_n_CC4,LO,NA,NA,132.4687925,-50.80174131
Australia Synthesis,Areoligeraceae,all,Senoniasphaera,ptomatis,NA,90% valanginian,"Helby et al., 1987",0.9 in stage_Valanginian,LO,NA,NA,133.11,-65.122
nw Australia compilation,Cladopyxiaceae,all,Microdinium,jurassicum,NA,40% in callovian,"Riding and Helby, 2001d",0.4 in stage_Callovian,FO,NA,NA,163.786,-37.65926
765,Areoligeraceae,all,Cerbia,tabulata,NA,80% CC3,"Helby and McMinn, 1992",0.8 in nan_n_CC3,LO,NA,NA,133.8546815,-50.97112774
765,Areoligeraceae,all,Senoniasphaera,ptomatis,NA,80% CC3,"Helby and McMinn, 1992",0.8 in nan_n_CC3,LO,NA,NA,133.8546815,-50.97112774
North Sea Compilation,Areoligeraceae,all,Circulodinium,compta,NA,100% paratollia,"Costa and Davey, 1992",1 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,134.55,36.617
block15,Gonyaulacaceae,other,Melitasphaeridium,aspinatum,NA,50% CP19,"Torricelli et al., 2022",0.5 in nan_c_CP19,FO,NA,NA,25.74665,-12.704531
block15,Gonyaulacaceae,other,Melitasphaeridium,aspinatum,NA,100% CP19,"Torricelli et al., 2022",1 in nan_c_CP19,LO,NA,NA,24.36,-12.5104
block15,Gonyaulacaceae,other,Pyxidinopsis,pastilliformis,NA,75% NN4,"Torricelli et al., 2022",0.75 in nan_n_NN4,FO,NA,NA,15.63,-10.83871429
Hold With Hope,Peridiniaceae,Deflandreoideae,Spinidinium,echinoideum,NA,35% in Coniacian,"Nøhr-Hansen et al., 2020",0.33 in stage_Coniacian,FO,NA,NA,88.1723,57.235507
Hold With Hope,Peridiniaceae,Deflandreoideae,Trithyrodinium,vermiculatum,NA,35% in Coniacian,"Nøhr-Hansen et al., 2020",0.33 in stage_Coniacian,FO,NA,NA,88.1723,57.235507
Shukheir-1,Goniodomaceae,all,Heteraulacacysta,leptalea,NA,75% NN4,"Soliman et al., 2012",0.75 in nan_n_NN4,FO,NA,NA,15.63,24.5177
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Minisphaeridium,latirictum,NA,0% NN11,"Fensome et al., 2008",0 in nan_n_NN11,LO,NA,NA,8.29,40.9327
Czestochowa,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,continuum,NA,30% in parkinsoni,"Poulsen, 1998",0.3 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.555,37.02225
APTICORE,Gonyaulacaceae,other,Nexosispinum,vetusculum,NA,40% in M1n,"Torricelli, 2000",0.4 in mag_M1n,LO,NA,NA,122.82952,25.51271766
Australia Synthesis,Ceratiaceae,all,Pseudoceratium,iehiense,NA,80% Tithonian,"Helby et al., 1987",0.8 in stage_Tithonian,FO,NA,NA,144.328,-63.21072
911,Peridiniaceae,other,Pentapharsodinium,dalei,NA,90% in C1r,"Matthiessen and Brenner, 1996",0.9 in mag_C1r,FO,NA,NA,0.8727,80.48
nw Australia compilation,Ceratiaceae,all,Pseudoceratium,robustum,NA,80% in tithonian,"Riding and Helby, 2001f",0.8 in stage_Tithonian,LO,NA,NA,144.328,-50.3212
APTICORE,misc,misc,Pinocchiodinium,erbae,NA,0% in M0r,"Torricelli, 2000",0 in mag_M0r,FO,NA,NA,121.4,25.96716409
APTICORE,misc,misc,Prolixosphaeridium,parvispinum,NA,0% in M1n,"Torricelli, 2000",0 in mag_M1n,FO,NA,NA,123.7825333,25.20975338
Czestochowa,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,cladophora,NA,30% in parkinsoni,"Poulsen, 1998",0.3 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.555,37.02225
Nordvik Peninsula,Areoligeraceae,all,Circulodinium,distinctum,NA,50% klimovskiensis,"Nikitenko et al., 2008",0.72 in amm_s_Unzoned,LO,NA,NA,135.4012,70.7497
Marche,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,robustum,NA,75% in C4r,"Zevenboom, 1995",0.75 in mag_C4r,LO,NA,NA,8.2865,41.1377855
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,ornatum,NA,85% in bajocian,"Williams et al., 1993",0.85 in stage_Bajocian,FO,NA,NA,168.5795,25.29774
911,Peridiniaceae,other,Pentapharsodinium,dalei,NA,90% in C1r,"Matthiessen and Brenner, 1996",0.9 in mag_C1r,FO,NA,NA,0.8727,80.48
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,continuum,NA,85% in bajocian,"Williams et al., 1993",0.85 in stage_Bajocian,FO,NA,NA,168.5795,25.29774
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Lithodinia,jurassica,NA,85% in bajocian,"Williams et al., 1993",0.85 in stage_Bajocian,FO,NA,NA,168.5795,25.29774
Marche,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,0% in C4n,"Zevenboom, 1995",0 in mag_C4n,LO,NA,NA,8.125,41.181875
Haldager 1,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,0% oppressus,"Davey, 1982",0 in amm_b_Paracraspedites oppressus,LO,NA,NA,144.13,40.4564
Haldager 1,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,80% in anguiformis,"Davey, 1982",0.8 in amm_b_Titanites anguiformis,FO,NA,NA,144.17,40.4676
Calvados,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,sellwoodii,NA,25% parkinsoni,"Feist-Burkhardt and Monteil, 1997",0.25 in amm_b_Parkinsonia parkinsoni,FO,NA,NA,168.5825,31.112625
646,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,20% in CN9a,"Head et al., 1989",0.2 in nan_c_CN9a,FO,NA,NA,8.122,55.604716
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,10% in NN11,"Powell, 1992",0.1 in nan_n_NN11,LO,NA,NA,8.014,50.55608
Scotian Margin,Peridiniaceae,Deflandreoideae,Chatangiella,verrucosa,NA,0% in Coniacian,"Williams et al., 1993",0 in stage_Coniacian,FO,NA,NA,89.39,36.3061
607,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,33% in NN18,"De Vernal et al., 1992",0.33 in nan_n_NN18,LO,NA,NA,2.2382,39.15236
607,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,33% in NN18,"Mudie, 1987",0.33 in nan_n_NN18,LO,NA,NA,2.2382,39.15236
Nordvik Peninsula,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,tensiftense,NA,20% okensis,"Nikitenko et al., 2008",0.2 in amm_sa_Craspedites okensis,FO,NA,NA,144.212,73.30656
Nordvik Peninsula,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,100% variabilis,"Nikitenko et al., 2008",1 in amm_s_Epivirgatites variabilis,LO,NA,NA,144.49,73.5512
607,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,harlandii,NA,50% in NN18,"De Vernal et al., 1992",0.5 in nan_n_NN18,LO,NA,NA,2.16,39.168
Cabo Mondego,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,regalis,NA,10% parkinsoni,"Correia et al., 2019",0.1 in amm_t_Parkinsonia parkinsoni,LO,NA,NA,168.665,26.60025
nw Australia compilation,Gonyaulacaceae,Leptodinioideae,Endoscrinium,luridum,NA,80% in bajocian,"Riding et al., 2010",0.8 in stage_Bajocian,FO,NA,NA,168.716,-37.21556
nw Australia compilation,Gonyaulacaceae,Leptodinioideae,Wanaea,enoda,NA,80% in Bajocian,"Riding et al., 2010",0.8 in stage_Bajocian,FO,NA,NA,168.716,-37.21556
Cabo Mondego,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,regalis,NA,0% parkinsoni,"Correia et al., 2019",0 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.72,26.592
555,Peridiniaceae,Wetzelielloideae,Wetzeliella,astra,NA,60% NP9,"Brown and Downie, 1984",0.6 in nan_n_NP9,FO,NA,NA,56.48984,45.175508
Central Graben,Peridiniaceae,Wetzelielloideae,Apectodinium,homomorphum,NA,80% in P9.1,"Vieira et al., 2020b",0.84 in stage_Thanetian,FO,NA,NA,56.5184,45.66112
North Sea Compilation,Gonyaulacaceae,Leptodinioideae,Sirmiodiniopsis,orbis,NA,0% parkinsoni,"Riding and Thomas, 1992",0 in amm_b_Parkinsonia parkinsoni,FO,NA,NA,168.72,34.992
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,0% kerberus,"Heilmann-Clausen, 1987",0 in amm_b_Galbanites kerberus,FO,NA,NA,144.52,39.4944
Volga Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,undoryense,NA,67% V. virgatus,"Harding et al., 2011",0.67 in amm_r_Virgatites virgatus,FO,NA,NA,144.8454,43.69178
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,jubaris,NA,0% glaucolithus,"Bujak et al., 2022",0 in amm_b_Glaucolithites glaucolithus,LO,NA,NA,144.91,68.2586
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,granulatum,NA,0% in albani,"Bujak et al., 2022",0 in amm_b_Progalbanites albani,LO,NA,NA,145.1,68.346
North Sea Compilation,Peridiniaceae,Deflandreoideae,Isabelidinium,magnum,NA,100% tridorsatum,"Costa and Davey, 1992",1 in amm_b_Prionocyclus germani,LO,NA,NA,89.49,43.5541
North Sea Compilation,Peridiniaceae,Deflandreoideae,Isabelidinium,amphiatum,NA,100% neptuni,"Costa and Davey, 1992",1 in amm_b_Subprionocyclus neptuni,FO,NA,NA,89.6,43.564
Tarfaya,Peridiniaceae,Deflandreoideae,Chatangiella,ditissima,NA,0% Concavata,"Prauss, 2015",0 in plfor_A_Dicarinella concavata,FO,NA,NA,89.7508,18.870096
nw Pacific,Goniodomaceae,all,Heteraulacacysta,campanula,NA,50% in langhian,"Bujak and Matsuoka, 1986",0.5 in stage_Langhian,LO,NA,NA,14.905,50.93005
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,nuciforme,NA,0% in albani,"Bujak et al., 2022",0 in amm_b_Progalbanites albani,LO,NA,NA,145.1,68.346
646,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,namocensis,NA,50% CN9a,"Head et al., 1989",0.5 in nan_c_CN9a,FO,NA,NA,7.87,55.68586
646,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,50% CN9a,"Head et al., 1989",0.5 in nan_c_CN9a,LO,NA,NA,7.87,55.68586
Arctic Basin,Cladopyxiaceae,all,Freboldinium,arcticum,NA,50% propinquans,"Bujak et al., 2022",0.5 in amm_b_Sonninia propinquans,FO,NA,NA,170.205,68.69225
1039,Goniodomaceae,all,Biconidinium,longissimum,NA,50% in langhian,"Zegarra and Helenes, 2011",0.5 in stage_Langhian,FO,NA,NA,14.905,-1.724
North Sea Compilation,Peridiniaceae,Palaeoperidinioideae,Palaeoperidinium,cretaceum,NA,40% para elegans,"Costa and Davey, 1992",0.4 in amm_b_Paracrioceras elegans,FO,NA,NA,124.616,39.9536
Massignano,Gonyaulacaceae,other,Gelatia,inflata,NA,25% C13n,"Van Mourik and Brinkhuis, 2005",0.25 in mag_C13n,FO,NA,NA,33.598,36.00031903
Central Danish Trough,Areoligeraceae,all,Circulodinium,compta,NA,100% polyptychites,"Heilmann-Clausen, 1987",1 in amm_b_Polyptychites,LO,NA,NA,135.55,39.7015
Boyarka,Areoligeraceae,all,Circulodinium,compta,NA,20% polyptychus,"Shulgina et al., 1994",0.6 in amm_s_Unzoned,LO,NA,NA,135.766,66.111425
Nordvik Peninsula,Areoligeraceae,all,Senoniasphaera,jurassica,NA,50% tolli,"Nikitenko et al., 2008",0.38 in amm_s_Unzoned,LO,NA,NA,136.4348,70.4913
638B,Areoligeraceae,all,Tenua,hystrix,NA,0% CC3b,"Masure, 1988",0 in nan_n_CC3b,FO,NA,NA,136.5890441,31.71397207
Haldager 1,Areoligeraceae,all,Circulodinium,compta,NA,100% albidum,"Davey, 1982",1 in amm_b_Peregrinoceras albidum,LO,NA,NA,136.59,40.2548
Boyarka,Areoligeraceae,all,Circulodinium,compta,NA,10% analogus,"Shulgina et al., 1994",0.1 in amm_s_Unzoned,FO,NA,NA,137.286,65.712425
Massignano,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,0% C13n,"Van Mourik and Brinkhuis, 2005",0 in mag_C13n,LO,NA,NA,33.726,35.95935903
1039,Goniodomaceae,all,Biconidinium,longissimum,NA,50% in langhian,"Zegarra and Helenes, 2011",0.5 in stage_Langhian,LO,NA,NA,14.905,-1.724
403-406,Goniodomaceae,all,Homotryblium,plectilum,NA,406_23X,"Costa and Downie, 1979",0 in nan_n_NN5,LO,NA,NA,14.86,51.6822
Volga Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,magnificum,NA,75% D. Panderi,"Harding et al., 2011",0.75 in amm_r_Dorsoplanites panderi,LO,NA,NA,145.515,44.1605
compilation2,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,NA,NA,2.1256,52.6657
compilation2,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,zevenboomii,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,NA,NA,2.1184,52.6648
Bohemian Basin,Peridiniaceae,Deflandreoideae,Isabelidinium,amphiatum,NA,75% UC 9a,"Olde et al., 2015",0.75 in nan_u_UC9a,FO,NA,NA,89.99375,43.29625
salzgitter,Peridiniaceae,Deflandreoideae,Chatangiella,ditissima,NA,0% in scupini,"Jarvis et al., 2021",0.75 in amm_b_Subprionocyclus neptuni,FO,NA,NA,90.125,NA
Arctic Basin,Cladopyxiaceae,all,Freboldinium,serrulatum,NA,0% discites,"Bujak et al., 2022",0 in amm_b_Hyperlioceras discites,LO,NA,NA,170.9,69.005
Massignano,Gonyaulacaceae,other,Melitasphaeridium,pseudorecurvatum,NA,75% C15n,"Van Mourik and Brinkhuis, 2005",0.75 in mag_C15n,LO,NA,NA,35.1605,35.50031903
Volga Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,exilicristatum,NA,33% D. Panderi-Z. zarajkensis,"Harding et al., 2011",0.33 in amm_r_Dorsoplanites panderi,LO,NA,NA,146.2122,44.64854
compilation2,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,readwaldii,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,NA,NA,2.1184,52.6648
compilation2,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,90% C2r.1n,"Head, 1998",0.9 in mag_C2r.1n,FO,NA,NA,2.1184,52.6648
compilation2,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,lemniscata,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,NA,NA,2.1184,52.6648
North Sea Compilation,Peridiniaceae,Palaeoperidinioideae,Palaeoperidinium,cretaceum,NA,40% in elegans,"Powell, 1992",0.4 in amm_b_Paracrioceras elegans,FO,NA,NA,124.616,39.9536
646,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,namocensis,NA,55% CN9a,"Head et al., 1989",0.55 in nan_c_CN9a,LO,NA,NA,7.828,55.699384
North Sea Compilation,Peridiniaceae,Wetzelielloideae,Apectodinium,augustum,NA,50% in NP9,"Powell, 1992",0.5 in nan_n_NP9,FO,NA,NA,56.61205,41.5049155
Jylland,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,66% NN18,"Dybkjaer and Piasecki, 2010",0.66 in nan_n_NN18,FO,NA,NA,2.0864,55.457536
Australia Synthesis,Areoligeraceae,all,Cerbia,tabulata,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,NA,NA,137.7,-66.04
Australia Synthesis,Areoligeraceae,all,Circulodinium,densebarbatum,NA,90% berriassian,"Helby et al., 1987",0.9 in stage_Berriassian,LO,NA,NA,138.24,-66.148
Bohemian Basin,Peridiniaceae,Deflandreoideae,Chatangiella,ditissima,NA,0% UC 8,"Olde et al., 2015",0 in nan_u_UC8,FO,NA,NA,90.36,43.336
611,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,membranaceus,NA,40$ NN16,"Mudie, 1987",0 in nan_n_NN19,FO,NA,NA,1.93,50.22275
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.828
North Sea Compilation,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,100% hudlestoni,"Riding and Thomas, 1992",1 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.36,36.638
North Sea Compilation,Peridiniaceae,Wetzelielloideae,Apectodinium,paniculatum,NA,50% in NP9,"Powell, 1992",0.5 in nan_n_NP9,FO,NA,NA,56.61205,41.5049155
North Sea Compilation,Peridiniaceae,Wetzelielloideae,Apectodinium,parvum,NA,50% in NP9,"Powell, 1992",0.5 in nan_n_NP9,FO,NA,NA,56.61205,41.5049155
Chesapeak Bay,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,80% NN11a,"De Verteuil and Norris, 1996",0.8 in nan_n_NN11a,LO,NA,NA,7.618,36.6176
nw Australia compilation,Gonyaulacaceae,Leptodinioideae,Durotrigia,spp.,NA,67% in bajocian,"Riding et al., 2010",0.67 in stage_Bajocian,FO,NA,NA,169.0709,-37.183619
Chesapeak Bay,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,80% NN11a,"De Verteuil and Norris, 1996",0.8 in nan_n_NN11a,LO,NA,NA,7.618,36.6176
synthesis N Germany,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,25% NN11*,"Köthe, 2012",0.25 in nan_n_NN11,LO,NA,NA,7.6,51.2
Rio Argos,Areoligeraceae,all,Circulodinium,vermiculatum,NA,0% pertransiens,"Leereveld, 1997b",0 in amm_t_Tirnovella alpillensis,FO,NA,NA,138.48,23.33486667
765A,Order Gonyaulacales Family uncertain,uncertain,Blysmatodinium,argoi,NA,50% in N17a,"McMinn, 1992",0.5 in plfor_A_N17a,FO,NA,NA,7.56825,-19.059555
North Sea Compilation,Peridiniaceae,Wetzelielloideae,Apectodinium,quinquelatum,NA,50% in NP9,"Powell, 1992",0.5 in nan_n_NP9,FO,NA,NA,56.61205,41.5049155
North Sea Compilation,Peridiniaceae,Wetzelielloideae,Apectodinium,summissum,NA,50% in NP9,"Powell, 1992",0.5 in nan_n_NP9,FO,NA,NA,56.61205,41.5049155
25_8-4,Peridiniaceae,Wetzelielloideae,Apectodinium,augustum,NA,50% NP9,"Viera et al., 2020",0.5 in nan_n_NP9,FO,NA,NA,56.61205,47.738795
Scotian Margin,Peridiniaceae,Wetzelielloideae,Apectodinium,homomorphum,NA,75% in thanetian,"Williams et al., 1993",0.75 in stage_Thanetian,FO,NA,NA,56.81,34.9129
815,Order Gonyaulacales Family uncertain,uncertain,Blysmatodinium,argoi,NA,25% in CN9b,"McMinn, 1993",0.25 in nan_c_CN9b,FO,NA,NA,7.2925,-21.69046875
1039,Order Gonyaulacales Family uncertain,uncertain,Ynezidinium,brevisulcatum,NA,0% in messinian,"Zegarra and Helenes, 2011",0 in stage_Messinian,FO,NA,NA,7.25,4.246
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,perforocresta,NA,50% in C3Bn,"Zevenboom, 1995",0.5 in mag_C3Bn,LO,NA,NA,7.159,41.445593
Kimmeridge,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,100% in hudlestoni,"Riding and Thomas, 1988",1 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.36,34.148
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,gigas,NA,20% in hudlestoni,"Bailey et al., 1997",0.2 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.744,37.8992
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,perforans,NA,0% tithonian,"Helby et al., 1987",0 in stage_Tithonian,FO,NA,NA,149.24,-59.4776
nw Australia compilation,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,corrugatum,NA,100% in kimmeridgian,"Riding and Helby, 2001e",1 in stage_Kimmeridgian,LO,NA,NA,149.24,-46.146
Gulf Coast1,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,polypodum,NA,0% in N22,"Wrenn and Kokinos, 1986",0 in plfor_A_N22,FO,NA,NA,1.93,29.0491
911,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,elongatus,NA,0% olduvai,"Matthiessen and Brenner, 1996",0 in mag_Olduvai,FO,NA,NA,1.925,80.48
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,perforans,NA,0% in eudoxus,"Bujak et al., 2022",0 in amm_b_Aulacostephanus eudoxus,FO,NA,NA,150.99,70.5604
Quercy,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,50% eudoxus,"Ioannides et al., 1988",0.5 in amm_t_Aulacostephanus eudoxus,LO,NA,NA,151,28.55714286
611,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,50% in NN9,"Mudie, 1987",0.45 in nan_n_NN11,FO,NA,NA,7.048,48.5594
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,ancyreum,NA,50% between 100% NN10 and 100% NN11,"Fensome et al., 2008",0.5 between 1 nan_n_NN10 1 nan_n_NN11,LO,NA,NA,6.91,41.4433
Tarfaya,Peridiniaceae,Deflandreoideae,Chatangiella,granulifera,NA,0.75 sigali,"Prauss, 2015",0.75 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,90.6931,19.003965
Tarfaya,Peridiniaceae,Deflandreoideae,Chatangiella,verrucosa,NA,0.75 sigali,"Prauss, 2015",0.75 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,90.6931,19.003965
Tarfaya,Peridiniaceae,Deflandreoideae,Chatangiella,spectabilis,NA,0.75 sigali,"Prauss, 2015",0.75 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,90.6931,19.003965
Papendorf,Goniodomaceae,all,Polysphaeridium,zoharyi,NA,100% NN4,"Strauss and Lund, 1992",1 in nan_n_NN4,LO,NA,NA,14.86,50.128
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,perforans,kunzeviense,0% mutabilis,"Bujak et al., 2022",0 in amm_b_Aulacostephanus mutabilis,LO,NA,NA,152.04,70.5184
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,diversispinosum,NA,50% between 100% NN10 and 100% NN11,"Fensome et al., 2008",0.5 between 1 nan_n_NN10 1 nan_n_NN11,LO,NA,NA,6.91,41.4433
1039,Order Gonyaulacales Family uncertain,uncertain,Ynezidinium,brevisulcatum,NA,50% in messinian,"Zegarra and Helenes, 2011",0.5 in stage_Messinian,LO,NA,NA,6.2915,4.959124
Arctic Basin,Cladopyxiaceae,all,Mikrocysta,erugata,NA,0% in opalinum,"Bujak et al., 2022",0 in amm_b_Leioceras opalinum,LO,NA,NA,174.7,70.715
Barentz Sea,Cladopyxiaceae,all,Mikrocysta,erugata,NA,100% in Toarcian,"Smelror, 1994",1 in stage_Toarcian,LO,NA,NA,174.7,62.35
603,Areoligeraceae,all,Circulodinium,distinctum,NA,75% M16n,"Habib and Drugg, 1987",0.75 in mag_M16n,FO,NA,NA,138.776217,29.4223783
Australia Synthesis,Areoligeraceae,all,Circulodinium,deflandrei,NA,80% berriassian,"Helby et al., 1987",0.8 in stage_Berriassian,FO,NA,NA,138.78,-66.256
1053,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,100% C15n,"Van Mourik et al., 2001",1 in mag_C15n,LO,NA,NA,35.102,24.5347
1053,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% CP15a,"Van Mourik et al., 2001",0.25 in nan_c_CP15,FO,NA,NA,36.9375,24.259375
Gulf Coast2,Goniodomaceae,all,Heteraulacacysta,campanula,NA,50% N9,"Duffield and Stein, 1986",0.5 in plfor_A_N9,LO,NA,NA,14.59,28.1246
Shukheir-1,Goniodomaceae,all,Heteraulacacysta,leptalea,NA,50% NN5,"Soliman et al., 2012",0.5 in nan_n_NN5,LO,NA,NA,14.2602,24.805358
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,jubaris,NA,0% mutabilis,"Bujak et al., 2022",0 in amm_b_Aulacostephanus mutabilis,FO,NA,NA,152.04,70.5184
Isle of Skye,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,globatum,NA,50% in cymod,"Riding and Thomas, 1997",0.5 in amm_b_Rasenia cymodoce,LO,NA,NA,152.72,40.801
Arctic Basin,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,NA,0% in cymodoce,"Bujak et al., 2022",0 in amm_b_Rasenia cymodoce,FO,NA,NA,153.4,70.464
911,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,elongatus,NA,0% olduvai,"Matthiessen and Brenner, 1996",0 in mag_Olduvai,FO,NA,NA,1.925,80.48
